Year,Make,Model,Trim,Body,Transmission,VIN,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2014,Land Rover,LR4,HSE,SUV,automatic,salag2v61ea718076,tn,48,19064,white,black,wholesale inc # 2,55700,52500,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23438a159363,ca,3,102471,black,black,crb auto finance,17900,19000,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,HSE,SUV,automatic,salmf15438a269271,nv,46,85543,gray,black,lexus of las vegas,18700,18400,Fri Feb 06 2015 03:45:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23498a169606,fl,42,72930,black,black,universal motors of miami inc,22300,22400,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23478a147877,nc,38,78419,white,beige,national automotive group inc,21600,22100,Mon Feb 09 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23498a127355,ca,25,130599,blue,beige,auto outlet,16100,15250,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,LR2,Base,SUV,automatic,salfr2bn6bh243331,ca,34,19693,black,beige,fiserv/usb dealer services northstar exchange,24300,25300,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e47ba268557,tx,27,56062,red,black,jpmorgan chase bank n.a.,38400,34500,Wed Feb 25 2015 02:15:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d40ba341701,tx,45,41673,black,black,jpmorgan chase bank n.a.,41200,43250,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf1e42ba359180,tx,35,45258,black,black,jpmorgan chase bank n.a.,44900,44000,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
