Year,Make,Model,Trim,Body,Transmission,VIN,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2014,GMC,Sierra 1500,SLE,crew cab,automatic,3gtu2uec8eg179543,co,48,15492,brown,black,direct financial solutions inc,32500,29300,Wed May 27 2015 04:45:00 GMT-0700 (PDT)
2014,GMC,Sierra 1500,SLT,crew cab,automatic,3gtu2vec2eg106724,mi,42,55753,white,black,automobiles paille inc,32700,32200,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2014,GMC,Terrain,SLE-1,SUV,automatic,2gkflvek6e6324601,tn,49,20943,white,black,midtown motors,19250,19300,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2014,GMC,Sierra 1500,SLT,crew cab,automatic,3gtu2vec3eg442172,mi,44,14380,black,black,automobiles paille inc,38400,36700,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2009,GMC,Yukon,SLE1,SUV,automatic,1gkfk13049r148056,tn,19,102979,silver,gray,midtown motors,16500,15700,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2010,GMC,Acadia,SLT-1,suv,automatic,1gklrmedxaj173904,ga,39,109468,white,gray,cameron motor sports,12400,13400,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2010,GMC,Terrain,SLT-1,suv,automatic,2ctflgeyxa6358812,va,35,105860,black,gray,pohanka chevrolet inc,13000,12000,Thu May 28 2015 02:50:00 GMT-0700 (PDT)
2010,GMC,Yukon XL,SLT 1500,suv,automatic,1gkukke34ar248019,tn,36,76205,burgundy,black,wholesale inc # 2,22900,23750,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2010,GMC,Sierra 1500,SLT,crew cab,automatic,3gtrkwe27ag203897,wa,27,57708,blue,black,inland northwest financial services,25700,30000,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2009,GMC,Sierra 2500HD,Work Truck,crew cab,automatic,1gthk43629f164610,mi,36,136346,silver,black,automobiles paille inc,22700,21300,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2009,GMC,Acadia,SLT-2,suv,automatic,1gkev33d59j139964,va,19,132319,green,beige,toyota of waldorf,9925,8700,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2009,GMC,Sierra 1500,Work Truck,extended cab,automatic,2gtek19c491108125,tn,29,84039,gray,gray,midtown motors,15250,14300,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2009,GMC,Sierra 1500,Work Truck,Extended Cab,automatic,1gtek19c29z100998,wa,38,45125,blue,gray,xcar inc,17250,20000,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2011,GMC,Sierra 1500,SLE,crew cab,automatic,3gtp2ve38bg165026,wa,45,75282,gray,black,inland northwest financial services,22000,22250,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2009,GMC,Sierra 1500,Work Truck,crew cab,automatic,3gtek13369g229433,tn,31,60097,gray,black,midtown motors,21100,18500,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2009,GMC,Sierra 1500,SLE,extended cab,automatic,2gtek290991116071,tn,32,92061,blue,gray,wholesale inc # 2,15150,18000,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2008,GMC,Acadia,SLE-1,suv,automatic,1gker13778j291942,az,19,96588,silver,black,gm financial,10350,9100,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2008,GMC,Acadia,SLT-2,suv,automatic,1gkev33708j131943,mo,26,112962,white,black,mercedes benz of kansas city,11900,13300,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2008,GMC,Sierra 1500,Work Truck,extended cab,automatic,1gtec19x48z130213,fl,28,54042,white,black,jpmorgan chase bank n.a.,11450,14200,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2008,GMC,Sierra 1500,SLE1,crew cab,automatic,2gtek13m981195780,tx,19,133292,black,gray,fairway ford henderson,15450,15900,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2008,GMC,Sierra 1500,SLE1,crew cab,automatic,2gtek133781282553,mi,25,96473,black,black,automobiles paille inc,17650,16600,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2007,GMC,Yukon,Denali,suv,automatic,1gkfk63897j171539,tx,36,92438,red,tan,motorcars of south texas,18200,18500,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2012,GMC,Terrain,SLE-1,suv,automatic,2gkflrek4c6247408,pa,48,46576,white,gray,lease plan usa,17050,16700,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2015,GMC,Yukon XL,SLT,suv,automatic,1gks1hkc3fr240664,ga,42,10291,beige,tan,innovative auto llc,47400,45400,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2015,GMC,Yukon XL,SLE,suv,automatic,1gks2gkc3fr172860,tn,39,15396,white,black,midtown motors,39400,37750,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2012,GMC,Sierra 1500,SLE,extended cab,automatic,1gtr2ve71cz193327,ut,37,54839,white,black,auto focus inc,21400,18900,Wed May 27 2015 04:30:00 GMT-0700 (PDT)
2012,GMC,Terrain,SLT-1,suv,automatic,2gkflue51c6274384,tx,46,27116,black,black,motor trade,19200,21500,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2012,GMC,Acadia,Denali,suv,automatic,1gkkvted5cj169957,mn,44,70082,white,black,perfect 10 auto sales,26000,26500,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2012,GMC,Terrain,SLE-1,suv,automatic,2gkalmekxc6169262,mo,23,30644,silver,black,toyota financial services,15850,14900,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2012,GMC,Terrain,SLE-1,suv,automatic,2gkflrek7c6247645,pa,34,56036,white,gray,lease plan usa,16300,15300,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,GMC,Sierra 2500HD,SLT,Crew Cab,automatic,1gt121e81cf157217,tn,48,43780,brown,gray,t & s motors,39400,43000,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2008,GMC,Sierra 1500,SLT,crew cab,automatic,2gtek133881222751,tn,19,94101,gray,black,midtown motors,18050,17200,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2012,GMC,Terrain,SLE-1,suv,automatic,2gkflrekxc6246120,pa,5,35484,white,—,lease plan usa,17950,18200,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,GMC,Acadia,SLE,suv,automatic,1gkkrpedxcj320187,ne,36,91196,blue,black,enterprise vehicle exchange/davenport,14500,14500,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2011,GMC,Acadia,SLT-1,suv,automatic,1gkkvred2bj395911,mo,38,64924,gray,black,overland park imports,20800,20100,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2011,GMC,Acadia,SLE,suv,automatic,1gkkvped9bj263717,mi,44,49065,—,black,automobiles paille inc,18750,19000,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2011,GMC,Acadia,SLT-1,suv,automatic,1gkkrred4bj217700,tx,29,93973,white,tan,texas rv outlet superstore,16850,15800,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2011,GMC,Terrain,SLE-1,suv,automatic,2ctalmec2b6479008,nj,32,91191,black,black,hamilton honda,11100,11400,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
